x_0,x_1,y
3.8000000000000007,-3.0,1.9830319182027367
0.2000000000000001,-1.0,0.5015974440894568
-3.0,-0.5999999999999996,1.1025357562357492
1.0,-3.8,1.495227040153957
3.4000000000000004,4.200000000000001,1.9893690467503893
-4.2,-2.2,1.9558559606928856
4.200000000000001,-0.5999999999999996,1.1115274913100914
-3.8,0.6000000000000005,1.1099579183409258
1.0,5.0,1.498402555910543
-1.7999999999999998,4.600000000000001,1.910796892918676
-2.2,4.600000000000001,1.956830913463668
5.0,1.4000000000000004,1.7918592644366504
-2.2,0.2000000000000001,0.9606567916592196
4.600000000000001,-3.0,1.9855764439426853
0.2000000000000001,3.4000000000000004,0.9941698777167236
-0.1999999999999993,4.200000000000001,0.9983940572125796
3.0,3.0,1.975609756097561
-2.6,-1.7999999999999998,1.891610950268792
3.4000000000000004,1.0,1.4925724336272668
-0.5999999999999996,2.2,1.073790225756731
-3.4,-1.7999999999999998,1.905597760652037
-1.7999999999999998,3.0,1.9008302050735508
-1.7999999999999998,-1.0,1.4130253270247704
5.0,-1.4,1.79185926443665
-2.2,-0.5999999999999996,1.073790225756731
-1.0,3.0,1.4878048780487805
-2.2,5.0,1.957461903480306
-1.0,2.2,1.4590593475697629
-3.0,-4.6,1.9855764439426853
-2.6,-4.2,1.975382236367144
-4.2,-5.0,1.995199169033666
-4.2,3.4000000000000004,1.9893690467503893
-4.2,0.6000000000000005,1.111527491310092
-1.7999999999999998,5.0,1.9114278829353133
1.0,-0.5999999999999996,0.6147308781869686
3.0,-4.6,1.9855764439426853
-0.1999999999999993,-2.2,0.9606567916592196
-3.4,0.6000000000000005,1.107303311814236
1.4000000000000004,2.2,1.75251605609587
2.6000000000000005,5.0,1.976988179154564
3.4000000000000004,-1.4,1.7860291421533736
1.4000000000000004,-1.0,1.2934567085261073
-4.2,-1.7999999999999998,1.9098219401478933
2.6000000000000005,-5.0,1.976988179154564
1.8000000000000007,-0.1999999999999993,0.9146227711142272
-3.8,-3.0,1.9830319182027367
-3.0,4.600000000000001,1.9855764439426853
1.4000000000000004,0.2000000000000001,0.7950541526155641
-0.1999999999999993,0.2000000000000001,0.0031948881789137
2.6000000000000005,-1.4,1.7720423317701282
5.0,-0.1999999999999993,1.0
-1.0,2.6000000000000005,1.478585623244021
2.2,4.600000000000001,1.956830913463668
3.8000000000000007,-3.8,1.9904540803079127
2.6000000000000005,1.4000000000000004,1.7720423317701284
-5.0,4.200000000000001,1.995199169033666
4.600000000000001,4.600000000000001,1.9955431317878105
2.2,-2.2,1.9181186951395257
-3.0,3.4000000000000004,1.9803773116760472
3.8000000000000007,2.2,1.9542863877237195
1.8000000000000007,5.0,1.9114278829353133
-4.6,-3.4,1.990343999521172
-1.7999999999999998,0.2000000000000001,0.9146227711142272
-1.4,4.600000000000001,1.7912282744200123
2.2,4.200000000000001,1.9558559606928856
-0.1999999999999993,-1.7999999999999998,0.9146227711142272
4.600000000000001,3.0,1.9855764439426853
-1.7999999999999998,0.6000000000000005,1.0277562052117395
1.4000000000000004,1.8000000000000007,1.7064820355508776
-1.7999999999999998,-0.1999999999999993,0.9146227711142272
1.4000000000000004,-4.6,1.7912282744200123
1.0,-1.0,1.0
-1.7999999999999998,-3.4,1.905597760652037
-4.2,-3.8,1.99202365327708
0.6000000000000005,0.6000000000000005,0.2294617563739384
-4.6,-1.4,1.7912282744200123
0.6000000000000005,3.4000000000000004,1.107303311814236
-1.4,-3.0,1.7812615865748875
-0.1999999999999993,1.0,0.5015974440894568
-3.4,1.0,1.4925724336272668
4.200000000000001,-1.0,1.4967966131231227
2.2,1.8000000000000007,1.8720846745945328
1.8000000000000007,1.4000000000000004,1.7064820355508776
-1.7999999999999998,-1.7999999999999998,1.8260506540495407
2.2,0.6000000000000005,1.073790225756732
-5.0,5.0,1.996805111821086
0.6000000000000005,-5.0,1.1131334340975123
5.0,0.6000000000000005,1.1131334340975123
-3.0,1.8000000000000007,1.900830205073551
0.6000000000000005,4.600000000000001,1.1125024440808744
3.4000000000000004,-0.1999999999999993,0.9941698777167236
3.8000000000000007,-2.6,1.9738126633979776
-1.7999999999999998,2.6000000000000005,1.891610950268792
